Statistical profiling result from isolate-0x36f0a00-v8.log, (12377 ticks, 236 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      5    1.8%        Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
      5  100.0%          Function: ~socket.loops.setUpdate.setTimeout /home/ubuntu/workspace/arras.io/src/server/server.js:3810:40
      5  100.0%            Function: ~ontimeout timers.js:463:19
     63    1.7%      LazyCompile: *entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
     63  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     63  100.0%          Builtin: ArrayForEach
     63  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     49    1.3%      LazyCompile: *exports.time /home/ubuntu/workspace/arras.io/src/server/lib/util.js:68:16
     19   38.8%        Function: ~incoming /home/ubuntu/workspace/arras.io/src/server/server.js:2622:21
     19  100.0%          Function: ~socket.on.message /home/ubuntu/workspace/arras.io/src/server/server.js:3796:26
     19  100.0%            Function: ~emitOne events.js:113:17
     14   28.6%        Function: ~set /home/ubuntu/workspace/arras.io/src/server/server.js:2225:15
     14  100.0%          Function: ~set /home/ubuntu/workspace/arras.io/src/server/server.js:2256:10
     14  100.0%            Function: ~entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
     10   20.4%        Function: ~mark /home/ubuntu/workspace/arras.io/src/server/server.js:2228:16
      5   50.0%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      5  100.0%            Function: ~ontimeout timers.js:463:19
      5   50.0%          Function: ~mark /home/ubuntu/workspace/arras.io/src/server/server.js:2257:11
      5  100.0%            Function: ~entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
      6   12.2%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      6  100.0%          Function: ~ontimeout timers.js:463:19
      6  100.0%            Function: ~tryOnTimeout timers.js:296:22

   2793   22.6%  syscall

    929    7.5%  LoadIC: A load IC from the snapshot
    107   11.5%    LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
    103   96.3%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
    103  100.0%        Builtin: ArrayForEach
     68   66.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     68  100.0%            Function: ~ontimeout timers.js:463:19
     35   34.0%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     35  100.0%            Function: ~ontimeout timers.js:463:19
      4    3.7%      Function: ~entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      4  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      4  100.0%          Builtin: ArrayForEach
      4  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
    103   11.1%    LazyCompile: *entities.filter.e /home/ubuntu/workspace/arras.io/src/server/server.js:1343:29
    103  100.0%      Builtin: ArrayFilter
     77   74.8%        Function: ~purgeEntities /home/ubuntu/workspace/arras.io/src/server/server.js:1342:23
     77  100.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     77  100.0%            Function: ~ontimeout timers.js:463:19
     26   25.2%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     26  100.0%          Function: ~ontimeout timers.js:463:19
     26  100.0%            Function: ~tryOnTimeout timers.js:296:22
     92    9.9%    LazyCompile: *Entity.getAABB.updateAABB.active /home/ubuntu/workspace/arras.io/src/server/server.js:1558:22
     88   95.7%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     88  100.0%        Builtin: ArrayForEach
     63   71.6%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     63  100.0%            Function: ~ontimeout timers.js:463:19
     25   28.4%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     25  100.0%            Function: ~ontimeout timers.js:463:19
      3    3.3%      LazyCompile: *Entity.getAABB.updateAABB.active /home/ubuntu/workspace/arras.io/src/server/server.js:1558:22
      3  100.0%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      3  100.0%          Builtin: ArrayForEach
      2   66.7%            LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1   33.3%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1    1.1%      LazyCompile: *entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      1  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     65    7.0%    LazyCompile: *death /home/ubuntu/workspace/arras.io/src/server/server.js:2088:7
     63   96.9%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     63  100.0%        Builtin: ArrayForEach
     50   79.4%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     50  100.0%            Function: ~ontimeout timers.js:463:19
     13   20.6%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     13  100.0%            Function: ~ontimeout timers.js:463:19
      1    1.5%      LazyCompile: *entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
      1  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1    1.5%      Function: ~entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
      1  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     62    6.7%    LazyCompile: *entities.map.e /home/ubuntu/workspace/arras.io/src/server/server.js:515:26
     62  100.0%      Builtin: ArrayMap
     62  100.0%        Function: ~buildList /home/ubuntu/workspace/arras.io/src/server/server.js:503:11
     48   77.4%          Function: ~think /home/ubuntu/workspace/arras.io/src/server/server.js:546:7
     46   95.8%            LazyCompile: *my.controllers.forEach.AI /home/ubuntu/workspace/arras.io/src/server/server.js:1372:26
      2    4.2%            Function: ~my.controllers.forEach.AI /home/ubuntu/workspace/arras.io/src/server/server.js:1372:26
      7   11.3%          LazyCompile: *think /home/ubuntu/workspace/arras.io/src/server/server.js:546:7
      7  100.0%            LazyCompile: *my.controllers.forEach.AI /home/ubuntu/workspace/arras.io/src/server/server.js:1372:26
      7   11.3%          Function: ~io_nearestDifferentMaster /home/ubuntu/workspace/arras.io/src/server/server.js:495:13
      7  100.0%            Function: ~<anonymous>
     62    6.7%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     62  100.0%      Builtin: ArrayForEach
     47   75.8%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     47  100.0%          Function: ~ontimeout timers.js:463:19
     47  100.0%            Function: ~tryOnTimeout timers.js:296:22
     15   24.2%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     15  100.0%          Function: ~ontimeout timers.js:463:19
     15  100.0%            Function: ~tryOnTimeout timers.js:296:22
     55    5.9%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     55  100.0%      Builtin: ArrayForEach
     36   65.5%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     36  100.0%          Function: ~ontimeout timers.js:463:19
     36  100.0%            Function: ~tryOnTimeout timers.js:296:22
     19   34.5%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     19  100.0%          Function: ~ontimeout timers.js:463:19
     19  100.0%            Function: ~tryOnTimeout timers.js:296:22
     47    5.1%    LazyCompile: *Entity.removeFromGrid /home/ubuntu/workspace/arras.io/src/server/server.js:1475:25
     44   93.6%      LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
     43   97.7%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     43  100.0%          Builtin: ArrayForEach
     31   72.1%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     12   27.9%            LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1    2.3%        LazyCompile: *entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      1  100.0%          Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      1  100.0%            Builtin: ArrayForEach
      3    6.4%      Function: ~update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
      3  100.0%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      3  100.0%          Builtin: ArrayForEach
      3  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     41    4.4%    LazyCompile: *npcCensus /home/ubuntu/workspace/arras.io/src/server/server.js:4291:46
     41  100.0%      Builtin: ArrayMap
     41  100.0%        Function: ~makenpcs /home/ubuntu/workspace/arras.io/src/server/server.js:4285:10
     41  100.0%          Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
     41  100.0%            Function: ~ontimeout timers.js:463:19
     38    4.1%    LazyCompile: *entities.forEach.instance /home/ubuntu/workspace/arras.io/src/server/server.js:2195:20
     38  100.0%      Builtin: ArrayForEach
     38  100.0%        Function: ~destroy /home/ubuntu/workspace/arras.io/src/server/server.js:2186:9
     22   57.9%          Function: ~exportDefintionsToClient /home/ubuntu/workspace/arras.io/src/server/server.js:2286:30
     22  100.0%            Function: ~<anonymous> /home/ubuntu/workspace/arras.io/src/server/server.js:1:11
     13   34.2%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     13  100.0%            Builtin: ArrayForEach
      3    7.9%          Function: ~turrets.forEach.t /home/ubuntu/workspace/arras.io/src/server/server.js:2206:24
      3  100.0%            Builtin: ArrayForEach
     26    2.8%    LazyCompile: *get size /home/ubuntu/workspace/arras.io/src/server/server.js:1799:10
     13   50.0%      LazyCompile: *get realSize /home/ubuntu/workspace/arras.io/src/server/server.js:1806:14
     12   92.3%        LazyCompile: *Entity.getAABB.updateAABB.active /home/ubuntu/workspace/arras.io/src/server/server.js:1558:22
     10   83.3%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     10  100.0%            Builtin: ArrayForEach
      2   16.7%          Function: ~Entity /home/ubuntu/workspace/arras.io/src/server/server.js:1454:13
      2  100.0%            Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
      1    7.7%        LazyCompile: *location /home/ubuntu/workspace/arras.io/src/server/server.js:2060:10
      1  100.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1  100.0%            Builtin: ArrayForEach
      2    7.7%      LazyCompile: *mapthevisiblerealm /home/ubuntu/workspace/arras.io/src/server/server.js:3371:60
      2  100.0%        Builtin: ArrayMap
      2  100.0%          Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
      2  100.0%            Function: ~socket.loops.setUpdate.setTimeout /home/ubuntu/workspace/arras.io/src/server/server.js:3810:40
      2    7.7%      LazyCompile: *check /home/ubuntu/workspace/arras.io/src/server/server.js:3312:19
      2  100.0%        Function: ~entities.map.e /home/ubuntu/workspace/arras.io/src/server/server.js:3365:31
      2  100.0%          Builtin: ArrayMap
      2  100.0%            Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
      2    7.7%      LazyCompile: *camera /home/ubuntu/workspace/arras.io/src/server/server.js:1815:8
      2  100.0%        LazyCompile: *takeSelfie /home/ubuntu/workspace/arras.io/src/server/server.js:2029:12
      2  100.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      2  100.0%            Builtin: ArrayForEach
      2    7.7%      Function: ~mapthevisiblerealm /home/ubuntu/workspace/arras.io/src/server/server.js:3371:60
      2  100.0%        Builtin: ArrayMap
      2  100.0%          Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
      2  100.0%            Function: ~socket.loops.setUpdate.setTimeout /home/ubuntu/workspace/arras.io/src/server/server.js:3810:40
      1    3.8%      LazyCompile: *move /home/ubuntu/workspace/arras.io/src/server/server.js:1876:6
      1  100.0%        LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      1  100.0%          Function: ~life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      1  100.0%            Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1    3.8%      LazyCompile: *check /home/ubuntu/workspace/arras.io/src/server/server.js:3330:14
      1  100.0%        LazyCompile: *views.some.v /home/ubuntu/workspace/arras.io/src/server/server.js:1500:27
      1  100.0%          Builtin: ArraySome
      1  100.0%            LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
      1    3.8%      Function: ~refreshBodyAttributes /home/ubuntu/workspace/arras.io/src/server/server.js:1759:23
      1  100.0%        LazyCompile: *define /home/ubuntu/workspace/arras.io/src/server/server.js:1597:8
      1  100.0%          Function: ~Entity /home/ubuntu/workspace/arras.io/src/server/server.js:1454:13
      1  100.0%            Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
      1    3.8%      Function: ~move /home/ubuntu/workspace/arras.io/src/server/server.js:1876:6
      1  100.0%        LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      1  100.0%          LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      1  100.0%            Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1    3.8%      Function: ~check /home/ubuntu/workspace/arras.io/src/server/server.js:3312:19
      1  100.0%        Function: ~entities.map.e /home/ubuntu/workspace/arras.io/src/server/server.js:3365:31
      1  100.0%          Builtin: ArrayMap
      1  100.0%            Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
     26    2.8%    LazyCompile: *get realSize /home/ubuntu/workspace/arras.io/src/server/server.js:1806:14
     22   84.6%      LazyCompile: *Entity.getAABB.updateAABB.active /home/ubuntu/workspace/arras.io/src/server/server.js:1558:22
     20   90.9%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
     20  100.0%          Builtin: ArrayForEach
     11   55.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      9   45.0%            LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      2    9.1%        Function: ~Entity /home/ubuntu/workspace/arras.io/src/server/server.js:1454:13
      1   50.0%          Function: ~placeNewFood /home/ubuntu/workspace/arras.io/src/server/server.js:4373:22
      1  100.0%            Function: ~makeGroupedFood /home/ubuntu/workspace/arras.io/src/server/server.js:4436:25
      1   50.0%          Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
      1  100.0%            Function: ~live /home/ubuntu/workspace/arras.io/src/server/server.js:1156:6
      3   11.5%      LazyCompile: *location /home/ubuntu/workspace/arras.io/src/server/server.js:2060:10
      3  100.0%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      3  100.0%          Builtin: ArrayForEach
      3  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1    3.8%      LazyCompile: *camera /home/ubuntu/workspace/arras.io/src/server/server.js:1815:8
      1  100.0%        LazyCompile: *takeSelfie /home/ubuntu/workspace/arras.io/src/server/server.js:2029:12
      1  100.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1  100.0%            Builtin: ArrayForEach
     25    2.7%    LazyCompile: *<anonymous> /home/ubuntu/workspace/arras.io/src/server/server.js:249:24
     25  100.0%      Builtin: ArrayForEach
     20   80.0%        Function: ~nearest /home/ubuntu/workspace/arras.io/src/server/server.js:243:17
     12   60.0%          LazyCompile: *makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
     12  100.0%            Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      7   35.0%          Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      7  100.0%            Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      1    5.0%          Function: ~placeNewFood /home/ubuntu/workspace/arras.io/src/server/server.js:4373:22
      1  100.0%            Function: ~makeGroupedFood /home/ubuntu/workspace/arras.io/src/server/server.js:4436:25
      5   20.0%        LazyCompile: *nearest /home/ubuntu/workspace/arras.io/src/server/server.js:243:17
      5  100.0%          Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      5  100.0%            Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
     22    2.4%    LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
     18   81.8%      LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
     17   94.4%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     17  100.0%          Builtin: ArrayForEach
     12   70.6%            LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      5   29.4%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1    5.6%        Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      4   18.2%      Function: ~life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      4  100.0%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      4  100.0%          Builtin: ArrayForEach
      4  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     18    1.9%    LazyCompile: *my.controllers.forEach.AI /home/ubuntu/workspace/arras.io/src/server/server.js:1372:26
     18  100.0%      Builtin: ArrayForEach
     17   94.4%        LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
     13   76.5%          LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      9   69.2%            LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      4   30.8%            Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      4   23.5%          Function: ~life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      3   75.0%            LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1   25.0%            Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1    5.6%        Function: ~my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      1  100.0%          LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      1  100.0%            LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     18    1.9%    LazyCompile: *entities.forEach.instance /home/ubuntu/workspace/arras.io/src/server/server.js:4565:20
     18  100.0%      Builtin: ArrayForEach
     18  100.0%        Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
     18  100.0%          Function: ~ontimeout timers.js:463:19
     18  100.0%            Function: ~tryOnTimeout timers.js:296:22
     14    1.5%    LazyCompile: *entities.map.instance /home/ubuntu/workspace/arras.io/src/server/server.js:4485:24
     14  100.0%      Builtin: ArrayMap
      8   57.1%        LazyCompile: *makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      8  100.0%          Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      8  100.0%            Function: ~ontimeout timers.js:463:19
      6   42.9%        Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      6  100.0%          Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      6  100.0%            Function: ~ontimeout timers.js:463:19
     14    1.5%    LazyCompile: *camera /home/ubuntu/workspace/arras.io/src/server/server.js:1815:8
     10   71.4%      LazyCompile: *takeSelfie /home/ubuntu/workspace/arras.io/src/server/server.js:2029:12
     10  100.0%        LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     10  100.0%          Builtin: ArrayForEach
      6   60.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      4   40.0%            LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      4   28.6%      Function: ~turrets.turrets.map.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1840:30
      4  100.0%        Builtin: ArrayMap
      4  100.0%          LazyCompile: *camera /home/ubuntu/workspace/arras.io/src/server/server.js:1815:8
      3   75.0%            LazyCompile: *takeSelfie /home/ubuntu/workspace/arras.io/src/server/server.js:2029:12
      1   25.0%            Function: ~takeSelfie /home/ubuntu/workspace/arras.io/src/server/server.js:2029:12
     13    1.4%    LazyCompile: *mapthevisiblerealm /home/ubuntu/workspace/arras.io/src/server/server.js:3371:60
     13  100.0%      Builtin: ArrayMap
     13  100.0%        Function: ~gazeUpon /home/ubuntu/workspace/arras.io/src/server/server.js:3333:17
     13  100.0%          Function: ~socket.loops.setUpdate.setTimeout /home/ubuntu/workspace/arras.io/src/server/server.js:3810:40
     13  100.0%            Function: ~ontimeout timers.js:463:19
     12    1.3%    LazyCompile: *move /home/ubuntu/workspace/arras.io/src/server/server.js:1876:6
     12  100.0%      LazyCompile: *my /home/ubuntu/workspace/arras.io/src/server/server.js:1360:9
      8   66.7%        LazyCompile: *life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      7   87.5%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      7  100.0%            Builtin: ArrayForEach
      1   12.5%          Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1  100.0%            Builtin: ArrayForEach
      4   33.3%        Function: ~life /home/ubuntu/workspace/arras.io/src/server/server.js:1590:6
      3   75.0%          LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      3  100.0%            Builtin: ArrayForEach
      1   25.0%          Function: ~my.turrets.forEach.turret /home/ubuntu/workspace/arras.io/src/server/server.js:1391:22
      1  100.0%            Builtin: ArrayForEach
     11    1.2%    LazyCompile: *location /home/ubuntu/workspace/arras.io/src/server/server.js:2060:10
     10   90.9%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
     10  100.0%        Builtin: ArrayForEach
      6   60.0%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      6  100.0%            Function: ~ontimeout timers.js:463:19
      4   40.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      4  100.0%            Function: ~ontimeout timers.js:463:19
      1    9.1%      LazyCompile: *entitiesLiveLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4096:27
      1  100.0%        Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4132:20
      1  100.0%          Builtin: ArrayForEach
      1  100.0%            Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9

    324    2.6%  StoreIC: A store IC from the snapshot
    229   70.7%    LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
    229  100.0%      Builtin: ArrayForEach
    150   65.5%        Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
    150  100.0%          Function: ~ontimeout timers.js:463:19
    150  100.0%            Function: ~tryOnTimeout timers.js:296:22
     79   34.5%        LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
     79  100.0%          Function: ~ontimeout timers.js:463:19
     79  100.0%            Function: ~tryOnTimeout timers.js:296:22
      8    2.5%    LazyCompile: *entitiesActivationLoop /home/ubuntu/workspace/arras.io/src/server/server.js:4091:33
      8  100.0%      Function: ~entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      8  100.0%        Builtin: ArrayForEach
      8  100.0%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      8  100.0%            Function: ~ontimeout timers.js:463:19
      7    2.2%    LazyCompile: *update /home/ubuntu/workspace/arras.io/src/server/server.js:1491:13
      7  100.0%      LazyCompile: *entities.forEach.e /home/ubuntu/workspace/arras.io/src/server/server.js:4123:20
      7  100.0%        Builtin: ArrayForEach
      6   85.7%          Function: ~gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      6  100.0%            Function: ~ontimeout timers.js:463:19
      1   14.3%          LazyCompile: *gameloop /home/ubuntu/workspace/arras.io/src/server/server.js:4119:9
      1  100.0%            Function: ~ontimeout timers.js:463:19
      7    2.2%    Function: ~define /home/ubuntu/workspace/arras.io/src/server/server.js:1597:8
      2   28.6%      Function: ~define /home/ubuntu/workspace/arras.io/src/server/server.js:1597:8
      2  100.0%        Function: ~forEach.type /home/ubuntu/workspace/arras.io/src/server/server.js:1749:64
      2  100.0%          Builtin: ArrayForEach
      2  100.0%            Function: ~set.TURRETS.forEach.def /home/ubuntu/workspace/arras.io/src/server/server.js:1747:25
      1   14.3%      Function: ~spawnCrasher /home/ubuntu/workspace/arras.io/src/server/server.js:4261:21
      1  100.0%        Function: ~makenpcs /home/ubuntu/workspace/arras.io/src/server/server.js:4285:10
      1  100.0%          Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      1  100.0%            Function: ~ontimeout timers.js:463:19
      1   14.3%      Function: ~placeNewFood /home/ubuntu/workspace/arras.io/src/server/server.js:4373:22
      1  100.0%        Function: ~FoodSpawner /home/ubuntu/workspace/arras.io/src/server/server.js:4412:15
      1  100.0%          Function: ~rot /home/ubuntu/workspace/arras.io/src/server/server.js:4425:7
      1  100.0%            Function: ~foodSpawners.forEach.spawner /home/ubuntu/workspace/arras.io/src/server/server.js:4513:25
      1   14.3%      Function: ~makefood /home/ubuntu/workspace/arras.io/src/server/server.js:4463:10
      1  100.0%        Function: ~maintainloop /home/ubuntu/workspace/arras.io/src/server/server.js:4562:9
      1  100.0%          Function: ~ontimeout timers.js:463:19
      1  100.0%            Function: ~tryOnTimeout timers.js:296:22
      1   14.3%      Function: ~bulletTypes.forEach.type /home/ubuntu/workspace/arras.io/src/server/server.js:1229:28
      1  100.0%        Builtin: ArrayForEach
      1  100.0%          Function: ~bulletInit /home/ubuntu/workspace/arras.io/src/server/server.js:1225:12
      1  100.0%            Function: ~fire /home/ubuntu/workspace/arras.io/src/server/server.js:1193:6
